order_id,customer_region,product_category,order_date,ship_date,delivery_date,shipping_mode,shipping_cost,delivery_status,delivery_days,on_time_flag,delay_flag
OR44528,North,Home,2022-09-20,2022-09-23,2022-09-30,Express,236,Delayed,7,0,1
OR44529,West,Sports,2025-08-29,2025-09-01,2025-09-09,Express,110,Delivered,8,1,0
OR44530,Central,Sports,2022-02-05,2022-02-08,2022-02-14,Standard,81,Delivered,6,1,0
OR44531,Central,Home,2022-02-04,2022-02-07,2022-02-18,Standard,118,Delivered,11,1,0
OR44532,North,Fashion,2025-11-06,2025-11-09,2025-11-20,Standard,130,Delivered,11,1,0
OR44533,East,Beauty,2023-08-09,2023-08-10,2023-08-15,Express,173,Delivered,5,1,0
OR44534,South,Fashion,2024-01-25,2024-01-26,2024-02-01,Standard,144,Delivered,6,1,0
OR44535,East,Home,2022-03-22,2022-03-23,2022-03-27,Standard,147,Delivered,4,1,0
OR44536,North,Beauty,2022-11-26,2022-11-27,2022-12-03,Express,123,Delivered,6,1,0
OR44537,West,Beauty,2022-06-09,2022-06-12,2022-06-19,Same Day,238,Delivered,7,1,0
OR44538,Central,Sports,2025-12-02,2025-12-03,2025-12-08,Express,231,Delivered,5,1,0
OR44539,North,Beauty,2024-03-17,2024-03-17,2024-03-19,Express,195,Delivered,2,1,0
OR44540,East,Grocery,2024-11-23,2024-11-24,2024-11-29,Express,95,Delayed,5,0,1
OR44541,East,Home,2025-07-02,2025-07-05,2025-07-16,Standard,129,Delivered,11,1,0
OR44542,North,Fashion,2023-02-27,2023-02-28,2023-03-05,Standard,149,Delivered,5,1,0
OR44543,South,Grocery,2023-02-28,2023-03-01,2023-03-08,Express,183,Delivered,7,1,0
OR44544,East,Grocery,2022-05-23,2022-05-24,2022-05-30,Standard,56,Delivered,6,1,0
OR44545,South,Sports,2022-06-26,2022-06-29,2022-07-08,Standard,127,Returned,9,1,0
OR44546,South,Beauty,2024-12-19,2024-12-22,2025-01-01,Standard,116,Delayed,10,0,1
OR44547,West,Home,2023-10-16,2023-10-17,2023-10-21,Express,237,Delayed,4,0,1
OR44548,North,Grocery,2024-09-26,2024-09-27,2024-10-01,Standard,141,Delivered,4,1,0
OR44549,North,Electronics,2023-02-03,2023-02-04,2023-02-08,Express,210,Delayed,4,0,1
OR44550,South,Grocery,2025-06-30,2025-07-03,2025-07-09,Express,103,Delivered,6,1,0
OR44551,West,Grocery,2025-11-26,2025-11-26,2025-11-28,Express,219,Delivered,2,1,0
OR44552,East,Grocery,2023-01-25,2023-01-26,2023-01-30,Same Day,321,Delivered,4,1,0
OR44553,East,Home,2025-06-25,2025-06-28,2025-07-08,Standard,141,Delivered,10,1,0
OR44554,North,Sports,2025-07-11,2025-07-12,2025-07-16,Express,176,Delivered,4,1,0
OR44555,South,Sports,2025-11-01,2025-11-02,2025-11-08,Standard,133,Delayed,6,0,1
OR44556,West,Electronics,2024-09-28,2024-09-29,2024-10-05,Standard,137,Delayed,6,0,1
OR44557,West,Beauty,2025-05-31,2025-05-31,2025-06-03,Standard,131,Delivered,3,1,0
OR44558,East,Electronics,2025-01-29,2025-02-01,2025-02-10,Express,165,Delivered,9,1,0
OR44559,East,Grocery,2024-05-12,2024-05-15,2024-05-23,Express,182,Delivered,8,1,0
OR44560,Central,Grocery,2024-09-10,2024-09-11,2024-09-18,Express,230,Delivered,7,1,0
OR44561,Central,Grocery,2024-06-09,2024-06-10,2024-06-16,Express,196,Delivered,6,1,0
OR44562,South,Electronics,2025-08-17,2025-08-18,2025-08-24,Express,103,Delivered,6,1,0
OR44563,Central,Sports,2022-06-16,2022-06-17,2022-06-24,Standard,62,Returned,7,1,0
OR44564,West,Electronics,2025-05-27,2025-05-30,2025-06-07,Standard,115,Delivered,8,1,0
OR44565,Central,Beauty,2025-12-07,2025-12-08,2025-12-12,Standard,81,Delivered,4,1,0
OR44566,North,Sports,2023-01-15,2023-01-15,2023-01-17,Same Day,222,Delivered,2,1,0
OR44567,North,Electronics,2024-10-21,2024-10-21,2024-10-24,Standard,76,Delivered,3,1,0
OR44568,East,Sports,2022-05-09,2022-05-10,2022-05-14,Same Day,293,Delivered,4,1,0
OR44569,East,Electronics,2023-11-08,2023-11-09,2023-11-13,Standard,66,Delivered,4,1,0
OR44570,South,Sports,2023-10-14,2023-10-17,2023-10-26,Standard,66,Delivered,9,1,0
OR44571,North,Home,2023-08-03,2023-08-06,2023-08-15,Standard,104,Delayed,9,0,1
OR44572,South,Home,2023-08-06,2023-08-09,2023-08-17,Standard,99,Delivered,8,1,0
OR44573,South,Fashion,2025-06-14,2025-06-17,2025-06-28,Standard,87,Delivered,11,1,0
OR44574,Central,Beauty,2024-11-29,2024-11-30,2024-12-05,Standard,141,Returned,5,1,0
OR44575,East,Sports,2023-10-28,2023-10-28,2023-11-01,Standard,94,Delivered,4,1,0
OR44576,South,Sports,2023-11-26,2023-11-29,2023-12-05,Standard,102,Delivered,6,1,0
OR44577,South,Beauty,2023-02-13,2023-02-16,2023-02-24,Express,139,Delivered,8,1,0
OR44578,East,Beauty,2023-06-21,2023-06-21,2023-06-25,Standard,129,Delivered,4,1,0
OR44579,East,Sports,2024-02-24,2024-02-24,2024-02-28,Standard,54,Returned,4,1,0
OR44580,North,Fashion,2022-11-27,2022-11-27,2022-11-29,Express,193,Delivered,2,1,0
OR44581,East,Electronics,2024-08-11,2024-08-11,2024-08-14,Standard,75,Delayed,3,0,1
OR44582,Central,Beauty,2025-06-02,2025-06-02,2025-06-05,Standard,71,Delivered,3,1,0
OR44583,North,Home,2023-01-26,2023-01-27,2023-01-31,Standard,125,Delivered,4,1,0
OR44584,South,Fashion,2022-11-27,2022-11-30,2022-12-07,Standard,66,Delivered,7,1,0
OR44585,Central,Home,2023-01-24,2023-01-27,2023-02-05,Standard,70,Delivered,9,1,0
OR44586,Central,Grocery,2023-09-02,2023-09-05,2023-09-12,Standard,72,Delivered,7,1,0
OR44587,North,Fashion,2023-02-13,2023-02-16,2023-02-26,Express,168,Returned,10,1,0
OR44588,South,Fashion,2023-01-20,2023-01-23,2023-01-30,Express,246,Returned,7,1,0
OR44589,North,Home,2024-08-15,2024-08-18,2024-08-24,Standard,87,Delivered,6,1,0
OR44590,West,Sports,2025-03-30,2025-04-02,2025-04-12,Express,151,Delivered,10,1,0
OR44591,West,Grocery,2024-04-07,2024-04-08,2024-04-12,Standard,51,Delivered,4,1,0
OR44592,North,Home,2024-12-02,2024-12-05,2024-12-12,Same Day,336,Delivered,7,1,0
OR44593,South,Fashion,2023-10-07,2023-10-10,2023-10-18,Standard,136,Delivered,8,1,0
OR44594,South,Sports,2024-05-07,2024-05-10,2024-05-18,Standard,102,Delivered,8,1,0
OR44595,East,Grocery,2024-05-20,2024-05-21,2024-05-26,Express,120,Delivered,5,1,0
OR44596,Central,Sports,2022-01-22,2022-01-23,2022-01-30,Same Day,313,Delivered,7,1,0
OR44597,North,Home,2025-10-10,2025-10-13,2025-10-24,Express,179,Delivered,11,1,0
OR44598,Central,Sports,2025-01-30,2025-01-31,2025-02-05,Standard,53,Delayed,5,0,1
OR44599,Central,Fashion,2023-05-30,2023-05-31,2023-06-05,Standard,54,Delivered,5,1,0
OR44600,West,Fashion,2024-10-21,2024-10-24,2024-10-31,Express,244,Delayed,7,0,1
OR44601,West,Electronics,2025-03-08,2025-03-08,2025-03-12,Standard,84,Delivered,4,1,0
OR44602,North,Grocery,2024-02-05,2024-02-08,2024-02-16,Standard,124,Delivered,8,1,0
OR44603,North,Home,2025-02-12,2025-02-15,2025-02-22,Standard,95,Delivered,7,1,0
OR44604,South,Sports,2024-08-22,2024-08-25,2024-08-31,Standard,51,Delivered,6,1,0
OR44605,North,Beauty,2024-05-10,2024-05-10,2024-05-14,Express,197,Delayed,4,0,1
OR44606,South,Fashion,2024-11-06,2024-11-09,2024-11-19,Express,206,Delivered,10,1,0
OR44607,South,Electronics,2024-06-15,2024-06-18,2024-06-26,Express,100,Delivered,8,1,0
OR44608,North,Home,2024-07-17,2024-07-18,2024-07-23,Standard,75,Delivered,5,1,0
OR44609,South,Fashion,2023-11-17,2023-11-18,2023-11-24,Standard,76,Delayed,6,0,1
OR44610,Central,Home,2023-02-18,2023-02-19,2023-02-26,Standard,137,Delayed,7,0,1
OR44611,South,Fashion,2024-04-24,2024-04-27,2024-05-03,Express,130,Delivered,6,1,0
OR44612,Central,Home,2025-02-06,2025-02-07,2025-02-14,Same Day,342,Delivered,7,1,0
OR44613,Central,Fashion,2023-10-11,2023-10-14,2023-10-21,Same Day,294,Delivered,7,1,0
OR44614,Central,Beauty,2022-07-19,2022-07-20,2022-07-24,Express,85,Delivered,4,1,0
OR44615,East,Beauty,2025-09-16,2025-09-17,2025-09-21,Standard,86,Delivered,4,1,0
OR44616,East,Beauty,2025-11-11,2025-11-11,2025-11-15,Express,126,Delivered,4,1,0
OR44617,South,Beauty,2023-03-08,2023-03-09,2023-03-16,Standard,124,Delivered,7,1,0
OR44618,North,Sports,2024-05-01,2024-05-04,2024-05-12,Standard,78,Delivered,8,1,0
OR44619,South,Grocery,2025-08-25,2025-08-28,2025-09-09,Standard,143,Delivered,12,1,0
OR44620,East,Fashion,2023-01-31,2023-02-01,2023-02-07,Standard,62,Returned,6,1,0
OR44621,West,Home,2024-12-25,2024-12-26,2025-01-02,Standard,139,Delivered,7,1,0
OR44622,West,Fashion,2025-05-01,2025-05-04,2025-05-11,Standard,93,Delivered,7,1,0
OR44623,South,Electronics,2025-10-04,2025-10-07,2025-10-15,Standard,129,Delivered,8,1,0
OR44624,East,Beauty,2022-09-19,2022-09-20,2022-09-24,Express,222,Delivered,4,1,0
OR44625,Central,Sports,2023-11-14,2023-11-15,2023-11-22,Standard,93,Returned,7,1,0
OR44626,East,Beauty,2024-01-08,2024-01-11,2024-01-18,Standard,143,Delivered,7,1,0
OR44627,South,Beauty,2025-10-16,2025-10-19,2025-10-26,Standard,112,Delivered,7,1,0
OR44628,East,Electronics,2024-01-06,2024-01-07,2024-01-14,Standard,120,Delivered,7,1,0
OR44629,West,Home,2022-07-30,2022-07-31,2022-08-05,Express,81,Delivered,5,1,0
OR44630,Central,Fashion,2025-10-20,2025-10-20,2025-10-24,Standard,66,Delivered,4,1,0
OR44631,South,Fashion,2023-09-29,2023-10-02,2023-10-08,Express,160,Delivered,6,1,0
OR44632,South,Electronics,2025-10-05,2025-10-08,2025-10-17,Standard,123,Delivered,9,1,0
OR44633,North,Grocery,2025-01-25,2025-01-28,2025-02-03,Standard,90,Delivered,6,1,0
OR44634,Central,Sports,2023-11-13,2023-11-16,2023-11-23,Standard,101,Delivered,7,1,0
OR44635,South,Fashion,2025-02-08,2025-02-09,2025-02-13,Standard,69,Delivered,4,1,0
OR44636,East,Fashion,2022-12-25,2022-12-26,2023-01-02,Standard,138,Delivered,7,1,0
OR44637,East,Home,2025-05-01,2025-05-04,2025-05-15,Express,87,Delayed,11,0,1
OR44638,East,Electronics,2025-07-03,2025-07-06,2025-07-12,Express,237,Delivered,6,1,0
OR44639,East,Home,2022-10-07,2022-10-07,2022-10-11,Express,141,Returned,4,1,0
OR44640,South,Sports,2022-09-08,2022-09-11,2022-09-23,Express,97,Delivered,12,1,0
OR44641,West,Fashion,2025-02-11,2025-02-12,2025-02-17,Standard,107,Delivered,5,1,0
OR44642,Central,Electronics,2024-03-13,2024-03-14,2024-03-20,Standard,111,Delivered,6,1,0
OR44643,East,Beauty,2024-11-14,2024-11-17,2024-11-24,Standard,85,Returned,7,1,0
OR44644,South,Electronics,2022-09-28,2022-10-01,2022-10-10,Express,143,Delivered,9,1,0
OR44645,South,Electronics,2022-01-27,2022-01-30,2022-02-07,Standard,126,Delivered,8,1,0
OR44646,East,Sports,2023-02-03,2023-02-06,2023-02-12,Standard,91,Delivered,6,1,0
OR44647,North,Grocery,2024-02-23,2024-02-26,2024-03-04,Standard,91,Delivered,7,1,0
OR44648,South,Grocery,2025-09-03,2025-09-04,2025-09-11,Express,155,Delivered,7,1,0
OR44649,Central,Grocery,2025-11-06,2025-11-07,2025-11-12,Standard,112,Delivered,5,1,0
OR44650,Central,Home,2023-03-16,2023-03-19,2023-03-30,Standard,70,Returned,11,1,0
OR44651,North,Home,2024-11-11,2024-11-14,2024-11-24,Standard,70,Delivered,10,1,0
OR44652,South,Sports,2023-12-28,2023-12-31,2024-01-09,Express,98,Delivered,9,1,0
OR44653,North,Electronics,2022-07-12,2022-07-12,2022-07-16,Standard,112,Delivered,4,1,0
OR44654,South,Grocery,2024-04-06,2024-04-06,2024-04-10,Standard,127,Delivered,4,1,0
OR44655,South,Fashion,2025-07-14,2025-07-17,2025-07-23,Standard,76,Delivered,6,1,0
OR44656,North,Grocery,2025-02-27,2025-02-27,2025-03-03,Express,168,Delivered,4,1,0
OR44657,West,Sports,2022-12-15,2022-12-15,2022-12-18,Express,166,Delivered,3,1,0
OR44658,East,Grocery,2025-04-24,2025-04-25,2025-05-01,Standard,52,Delayed,6,0,1
OR44659,East,Fashion,2023-11-26,2023-11-27,2023-12-03,Standard,125,Delayed,6,0,1
OR44660,East,Fashion,2023-10-05,2023-10-05,2023-10-08,Express,144,Delivered,3,1,0
OR44661,North,Fashion,2022-12-31,2023-01-01,2023-01-06,Standard,91,Delivered,5,1,0
OR44662,South,Sports,2022-04-02,2022-04-03,2022-04-08,Same Day,318,Delivered,5,1,0
OR44663,South,Grocery,2024-04-27,2024-04-28,2024-05-04,Express,175,Delivered,6,1,0
OR44664,Central,Sports,2025-09-06,2025-09-09,2025-09-16,Express,135,Delivered,7,1,0
OR44665,South,Beauty,2024-03-09,2024-03-09,2024-03-11,Same Day,257,Delivered,2,1,0
OR44666,West,Fashion,2022-04-18,2022-04-21,2022-04-29,Standard,137,Delivered,8,1,0
OR44667,East,Grocery,2025-11-03,2025-11-04,2025-11-08,Standard,71,Delivered,4,1,0
OR44668,West,Home,2023-10-02,2023-10-05,2023-10-11,Express,233,Returned,6,1,0
OR44669,East,Sports,2025-06-27,2025-06-30,2025-07-06,Standard,98,Delivered,6,1,0
OR44670,North,Home,2022-01-18,2022-01-19,2022-01-24,Standard,89,Delivered,5,1,0
OR44671,West,Beauty,2022-06-23,2022-06-24,2022-06-30,Express,92,Delivered,6,1,0
OR44672,South,Home,2023-06-20,2023-06-23,2023-07-03,Standard,56,Delivered,10,1,0
OR44673,East,Electronics,2025-10-23,2025-10-26,2025-11-01,Same Day,337,Delivered,6,1,0
OR44674,Central,Fashion,2025-08-02,2025-08-05,2025-08-12,Standard,81,Delivered,7,1,0
OR44675,West,Beauty,2022-09-21,2022-09-22,2022-09-27,Standard,94,Delivered,5,1,0
OR44676,North,Home,2025-04-12,2025-04-15,2025-04-23,Express,124,Delivered,8,1,0
OR44677,Central,Sports,2025-04-26,2025-04-29,2025-05-06,Standard,67,Delivered,7,1,0
OR44678,North,Fashion,2023-11-17,2023-11-20,2023-11-27,Standard,77,Delayed,7,0,1
OR44679,East,Beauty,2025-05-25,2025-05-26,2025-06-01,Express,94,Delivered,6,1,0
OR44680,West,Fashion,2023-08-09,2023-08-12,2023-08-23,Express,96,Delivered,11,1,0
OR44681,North,Beauty,2023-04-24,2023-04-27,2023-05-06,Same Day,263,Delivered,9,1,0
OR44682,Central,Sports,2023-07-28,2023-07-29,2023-08-04,Standard,82,Delivered,6,1,0
OR44683,Central,Grocery,2023-03-06,2023-03-09,2023-03-16,Standard,51,Delivered,7,1,0
OR44684,South,Sports,2023-02-07,2023-02-10,2023-02-20,Same Day,346,Delayed,10,0,1
OR44685,North,Grocery,2023-05-30,2023-06-02,2023-06-08,Standard,56,Delivered,6,1,0
OR44686,West,Fashion,2024-05-19,2024-05-22,2024-05-29,Express,173,Delivered,7,1,0
OR44687,West,Sports,2025-01-31,2025-02-03,2025-02-11,Standard,100,Delivered,8,1,0
OR44688,South,Home,2024-05-07,2024-05-10,2024-05-18,Express,163,Delayed,8,0,1
OR44689,Central,Sports,2024-10-11,2024-10-12,2024-10-16,Same Day,319,Delivered,4,1,0
OR44690,North,Home,2023-08-14,2023-08-17,2023-08-29,Standard,84,Delivered,12,1,0
OR44691,Central,Home,2025-09-04,2025-09-05,2025-09-12,Standard,103,Delivered,7,1,0
OR44692,North,Fashion,2024-04-24,2024-04-27,2024-05-03,Standard,101,Delivered,6,1,0
OR44693,North,Grocery,2025-11-04,2025-11-07,2025-11-18,Express,249,Returned,11,1,0
OR44694,North,Grocery,2024-07-02,2024-07-03,2024-07-09,Same Day,317,Delivered,6,1,0
OR44695,Central,Home,2022-03-10,2022-03-13,2022-03-20,Same Day,359,Returned,7,1,0
OR44696,Central,Grocery,2023-07-25,2023-07-28,2023-08-04,Standard,90,Delivered,7,1,0
OR44697,Central,Sports,2025-12-22,2025-12-25,2026-01-04,Standard,134,Delivered,10,1,0
OR44698,East,Home,2022-08-25,2022-08-28,2022-09-09,Express,158,Delivered,12,1,0
OR44699,Central,Home,2025-06-01,2025-06-04,2025-06-12,Standard,60,Delivered,8,1,0
OR44700,South,Electronics,2022-06-26,2022-06-29,2022-07-10,Express,245,Delivered,11,1,0
OR44701,East,Sports,2024-05-17,2024-05-20,2024-05-27,Express,210,Delivered,7,1,0
OR44702,North,Grocery,2023-05-22,2023-05-25,2023-05-31,Standard,134,Delivered,6,1,0
OR44703,West,Grocery,2024-05-28,2024-05-31,2024-06-10,Standard,124,Delivered,10,1,0
OR44704,East,Electronics,2022-09-02,2022-09-03,2022-09-09,Express,193,Delivered,6,1,0
OR44705,East,Sports,2024-08-09,2024-08-12,2024-08-20,Standard,52,Delivered,8,1,0
OR44706,North,Fashion,2024-07-04,2024-07-04,2024-07-06,Standard,101,Delayed,2,0,1
OR44707,Central,Fashion,2025-03-21,2025-03-24,2025-04-01,Express,150,Delivered,8,1,0
OR44708,Central,Sports,2024-09-01,2024-09-02,2024-09-07,Standard,109,Delivered,5,1,0
OR44709,East,Grocery,2023-02-28,2023-03-03,2023-03-10,Standard,103,Delivered,7,1,0
OR44710,Central,Beauty,2024-07-07,2024-07-07,2024-07-10,Express,246,Returned,3,1,0
OR44711,East,Fashion,2023-07-07,2023-07-10,2023-07-18,Same Day,250,Delivered,8,1,0
OR44712,West,Beauty,2023-10-16,2023-10-16,2023-10-20,Standard,84,Delivered,4,1,0
OR44713,West,Beauty,2022-02-12,2022-02-13,2022-02-19,Standard,79,Delivered,6,1,0
OR44714,North,Fashion,2022-04-13,2022-04-14,2022-04-20,Standard,145,Delivered,6,1,0
OR44715,South,Grocery,2025-11-19,2025-11-22,2025-11-29,Standard,72,Delivered,7,1,0
OR44716,South,Sports,2025-01-14,2025-01-15,2025-01-22,Same Day,233,Delivered,7,1,0
OR44717,Central,Electronics,2025-01-27,2025-01-30,2025-02-05,Standard,79,Delivered,6,1,0
OR44718,South,Sports,2023-02-19,2023-02-22,2023-02-28,Standard,129,Delivered,6,1,0
OR44719,West,Electronics,2022-01-17,2022-01-20,2022-01-28,Express,164,Delivered,8,1,0
OR44720,North,Beauty,2022-12-04,2022-12-07,2022-12-17,Standard,60,Delivered,10,1,0
OR44721,West,Beauty,2022-08-23,2022-08-24,2022-08-31,Express,184,Delivered,7,1,0
OR44722,East,Sports,2023-11-24,2023-11-27,2023-12-05,Express,129,Delivered,8,1,0
OR44723,Central,Fashion,2022-02-15,2022-02-16,2022-02-23,Standard,91,Delivered,7,1,0
OR44724,Central,Beauty,2023-09-13,2023-09-14,2023-09-19,Standard,114,Delivered,5,1,0
OR44725,South,Home,2025-05-14,2025-05-14,2025-05-18,Express,105,Delivered,4,1,0
OR44726,East,Home,2023-10-27,2023-10-30,2023-11-09,Standard,62,Delivered,10,1,0
OR44727,South,Grocery,2023-02-13,2023-02-14,2023-02-20,Standard,77,Delivered,6,1,0
OR44728,South,Sports,2025-02-22,2025-02-22,2025-02-26,Express,221,Returned,4,1,0
OR44729,South,Sports,2025-05-26,2025-05-27,2025-06-03,Express,87,Delivered,7,1,0
OR44730,East,Grocery,2025-04-08,2025-04-09,2025-04-13,Standard,71,Delivered,4,1,0
OR44731,South,Grocery,2022-01-12,2022-01-13,2022-01-17,Standard,76,Delivered,4,1,0
OR44732,Central,Electronics,2023-07-09,2023-07-10,2023-07-17,Standard,149,Delivered,7,1,0
OR44733,South,Electronics,2023-06-01,2023-06-01,2023-06-05,Standard,116,Delivered,4,1,0
OR44734,East,Home,2024-04-01,2024-04-04,2024-04-15,Express,242,Delivered,11,1,0
OR44735,East,Fashion,2025-11-25,2025-11-28,2025-12-05,Standard,72,Delivered,7,1,0
OR44736,West,Sports,2024-03-10,2024-03-11,2024-03-15,Standard,55,Delivered,4,1,0
OR44737,South,Home,2025-09-03,2025-09-06,2025-09-15,Standard,54,Delivered,9,1,0
OR44738,East,Home,2024-12-28,2024-12-31,2025-01-11,Standard,75,Delivered,11,1,0
OR44739,South,Fashion,2024-06-18,2024-06-21,2024-06-28,Standard,126,Delayed,7,0,1
OR44740,North,Home,2025-02-06,2025-02-09,2025-02-16,Same Day,202,Delivered,7,1,0
OR44741,Central,Home,2024-09-17,2024-09-18,2024-09-25,Standard,96,Delivered,7,1,0
OR44742,Central,Fashion,2025-06-23,2025-06-26,2025-07-02,Standard,84,Delivered,6,1,0
OR44743,South,Home,2024-10-14,2024-10-14,2024-10-17,Standard,114,Delivered,3,1,0
OR44744,Central,Sports,2025-09-13,2025-09-16,2025-09-22,Express,82,Delayed,6,0,1
OR44745,Central,Grocery,2025-09-11,2025-09-14,2025-09-21,Standard,112,Delivered,7,1,0
OR44746,North,Fashion,2025-05-17,2025-05-18,2025-05-24,Standard,78,Delivered,6,1,0
OR44747,Central,Beauty,2025-10-18,2025-10-19,2025-10-23,Standard,145,Delivered,4,1,0
OR44748,Central,Grocery,2025-05-25,2025-05-26,2025-05-30,Standard,139,Delivered,4,1,0
OR44749,East,Sports,2025-11-12,2025-11-13,2025-11-19,Express,83,Delivered,6,1,0
OR44750,Central,Beauty,2023-02-02,2023-02-05,2023-02-17,Standard,143,Delivered,12,1,0
OR44751,South,Home,2024-09-03,2024-09-06,2024-09-13,Standard,66,Delivered,7,1,0
OR44752,Central,Home,2022-07-07,2022-07-10,2022-07-16,Standard,124,Delivered,6,1,0
OR44753,South,Beauty,2023-04-08,2023-04-11,2023-04-21,Standard,130,Delivered,10,1,0
OR44754,Central,Beauty,2023-12-30,2023-12-31,2024-01-06,Express,141,Delivered,6,1,0
OR44755,South,Home,2022-02-20,2022-02-23,2022-03-05,Standard,67,Delivered,10,1,0
OR44756,Central,Grocery,2023-02-01,2023-02-02,2023-02-08,Express,172,Delivered,6,1,0
OR44757,South,Beauty,2022-08-15,2022-08-16,2022-08-23,Standard,116,Delivered,7,1,0
OR44758,Central,Electronics,2022-04-14,2022-04-17,2022-04-26,Standard,142,Delivered,9,1,0
OR44759,North,Grocery,2022-01-30,2022-02-02,2022-02-10,Standard,84,Delayed,8,0,1
OR44760,East,Electronics,2022-07-29,2022-08-01,2022-08-07,Standard,97,Delivered,6,1,0
OR44761,East,Grocery,2024-01-31,2024-02-01,2024-02-05,Same Day,382,Delivered,4,1,0
OR44762,East,Sports,2023-08-02,2023-08-03,2023-08-07,Standard,142,Delivered,4,1,0
OR44763,East,Grocery,2025-07-24,2025-07-27,2025-08-03,Standard,85,Delivered,7,1,0
OR44764,North,Grocery,2024-05-06,2024-05-09,2024-05-17,Standard,65,Delivered,8,1,0
OR44765,North,Fashion,2024-12-03,2024-12-06,2024-12-17,Standard,59,Delivered,11,1,0
OR44766,Central,Beauty,2023-11-27,2023-11-28,2023-12-03,Standard,93,Delivered,5,1,0
OR44767,North,Home,2025-10-15,2025-10-16,2025-10-22,Express,80,Delivered,6,1,0
OR44768,East,Home,2024-06-21,2024-06-24,2024-07-01,Express,125,Delivered,7,1,0
OR44769,West,Beauty,2025-05-31,2025-06-01,2025-06-08,Standard,50,Delayed,7,0,1
OR44770,Central,Home,2023-03-29,2023-04-01,2023-04-11,Standard,64,Delayed,10,0,1
OR44771,South,Electronics,2023-04-02,2023-04-03,2023-04-07,Express,153,Delivered,4,1,0
OR44772,East,Sports,2023-03-25,2023-03-25,2023-03-28,Express,186,Delivered,3,1,0
OR44773,East,Electronics,2022-01-19,2022-01-22,2022-01-30,Same Day,260,Delivered,8,1,0
OR44774,East,Fashion,2025-04-07,2025-04-10,2025-04-17,Standard,111,Delivered,7,1,0
OR44775,North,Fashion,2022-09-04,2022-09-07,2022-09-15,Standard,130,Delivered,8,1,0
OR44776,South,Beauty,2025-01-24,2025-01-25,2025-02-01,Standard,137,Delivered,7,1,0
OR44777,Central,Grocery,2022-03-07,2022-03-10,2022-03-16,Standard,138,Delivered,6,1,0
OR44778,East,Fashion,2023-02-05,2023-02-08,2023-02-14,Standard,109,Delivered,6,1,0
OR44779,South,Fashion,2023-03-18,2023-03-18,2023-03-20,Express,249,Delivered,2,1,0
OR44780,West,Sports,2025-10-10,2025-10-13,2025-10-20,Standard,86,Delivered,7,1,0
OR44781,North,Fashion,2025-05-04,2025-05-07,2025-05-16,Standard,82,Delivered,9,1,0
OR44782,East,Grocery,2025-05-01,2025-05-01,2025-05-04,Standard,96,Delivered,3,1,0
OR44783,South,Home,2025-03-11,2025-03-14,2025-03-23,Same Day,249,Delivered,9,1,0
OR44784,South,Electronics,2025-09-18,2025-09-19,2025-09-26,Standard,62,Delivered,7,1,0
OR44785,East,Electronics,2025-10-23,2025-10-23,2025-10-25,Standard,79,Delivered,2,1,0
OR44786,South,Electronics,2024-06-30,2024-07-01,2024-07-07,Standard,145,Delivered,6,1,0
OR44787,South,Grocery,2023-06-29,2023-06-30,2023-07-07,Express,190,Delivered,7,1,0
OR44788,Central,Sports,2024-06-19,2024-06-20,2024-06-27,Express,85,Delivered,7,1,0
OR44789,North,Grocery,2023-03-16,2023-03-19,2023-03-25,Standard,68,Delivered,6,1,0
OR44790,Central,Electronics,2022-09-12,2022-09-13,2022-09-19,Express,200,Delivered,6,1,0
OR44791,North,Grocery,2023-01-02,2023-01-05,2023-01-12,Express,128,Delayed,7,0,1
OR44792,North,Grocery,2024-09-25,2024-09-26,2024-10-03,Standard,70,Delayed,7,0,1
OR44793,Central,Grocery,2023-07-03,2023-07-04,2023-07-09,Standard,119,Returned,5,1,0
OR44794,East,Home,2022-12-04,2022-12-07,2022-12-15,Express,123,Delivered,8,1,0
OR44795,South,Grocery,2024-08-18,2024-08-19,2024-08-25,Standard,87,Delivered,6,1,0
OR44796,West,Sports,2025-08-19,2025-08-20,2025-08-24,Standard,100,Delivered,4,1,0
OR44797,Central,Home,2025-11-15,2025-11-18,2025-11-25,Express,209,Returned,7,1,0
OR44798,Central,Beauty,2022-01-23,2022-01-26,2022-02-02,Same Day,203,Delivered,7,1,0
OR44799,East,Beauty,2024-02-24,2024-02-25,2024-03-03,Standard,98,Delivered,7,1,0
OR44800,South,Grocery,2023-07-28,2023-07-29,2023-08-04,Same Day,308,Delivered,6,1,0
OR44801,Central,Fashion,2024-05-20,2024-05-23,2024-05-29,Standard,95,Delivered,6,1,0
OR44802,West,Electronics,2024-10-04,2024-10-07,2024-10-15,Standard,100,Delivered,8,1,0
OR44803,South,Home,2025-10-13,2025-10-16,2025-10-24,Express,162,Delivered,8,1,0
OR44804,Central,Fashion,2022-07-01,2022-07-02,2022-07-09,Standard,112,Delivered,7,1,0
OR44805,Central,Electronics,2023-11-15,2023-11-16,2023-11-20,Express,185,Delivered,4,1,0
OR44806,North,Sports,2022-01-31,2022-02-01,2022-02-08,Same Day,204,Delivered,7,1,0
OR44807,North,Fashion,2025-12-21,2025-12-21,2025-12-23,Standard,126,Delivered,2,1,0
OR44808,Central,Sports,2022-01-10,2022-01-13,2022-01-23,Standard,134,Delivered,10,1,0
OR44809,East,Sports,2022-12-25,2022-12-28,2023-01-08,Standard,122,Delayed,11,0,1
